"input" "reason" "matches" "symbol" "organism.name" "secondaryIdentifier" "primaryIdentifier" "class" "briefDescription"
"WBGene00003890" "MATCH" "1" "osm-10" "Caenorhabditis elegans" "T20H4.1" "WBGene00003890" "Gene" "osm-10 encodes a novel protein conserved amongst several Caenorhabditis species; osm-10 activity is required for normal osmosensory signaling in the ASH sensory neuron; in regulating ASH-mediated osmosensation, osm-10 interacts genetically with eos-1 and eos-2; OSM-10 is expressed in the ASH, ASI, PHA, and PHB sensory neurons beginning just prior to hatching and continuing through larval and adult stages; OSM-10 localizes to cell bodies, sensory processes, and axons."
"WBGene00001230" "MATCH" "1" "eif-3.G" "Caenorhabditis elegans" "F22B5.2" "WBGene00001230" "Gene" "eif-3.G encodes a homolog of eukaryotic translation initiation factor 3, subunit 4 that affects embryonic viability, fertility, and growth."
"WBGene00003893" "MATCH" "1" "ost-1" "Caenorhabditis elegans" "C44B12.2" "WBGene00003893" "Gene" "ost-1 encodes the C. elegans ortholog of the conserved basement membrane glycoprotein component osteonectin/SPARC/BM-40; loss of ost-1 function via RNAi indicates that ost-1 activity is required for embryonic and larval development, as well as for normal gut development, body size, and fecundity; an OST-1::GFP reporter fusion protein localizes to the basement membranes along body wall and sex muscles, as well as around the pharynx and gonad, with particular concentration at the spermatheca and distal tip cells."
"WBGene00001231" "MATCH" "1" "eif-3.H" "Caenorhabditis elegans" "C41D11.2" "WBGene00001231" "Gene" ""
"WBGene00003892" "MATCH" "1" "osm-12" "Caenorhabditis elegans" "Y75B8A.12" "WBGene00003892" "Gene" "osm-12 encodes a protein that is an ortholog to human BBS7; osm-12 along with bbs-8 is required for cilia biogenesis and function, accordingly, osm-12 mutant animals display odorant chemotaxis defects; oms-12 and bbs-8 are required for intraflagellar transport (IFT) and the motility and function of IFT proteins like OSM-5, CHE-11 and CHE-2; in addition to the sensory defects exhibited by bbs mutants, osm-12 and bbs-8 mutants also show reduced body size, developmental delay, and altered roaming, which are rescued by mutations in the guanylate complex GCY-35/GCY-36, suggesting that BBS proteins may regulate cGMP signaling; OSM-12 is expressed exclusively in ciliated sensory neurons, where it localizes predominantly to the base of cilia, known as the ciliary transition zone; DNA sequences upstream of osm-12 contain X box DNA binding sites, suggesting that osm-12 expression may be regulated by the DAF-19 RFX-type transcription factor."
"WBGene00013219" "MATCH" "1" "elof-1" "Caenorhabditis elegans" "Y54G11A.11" "WBGene00013219" "Gene" ""
"WBGene00013214" "MATCH" "1" "Y54G11A.3" "Caenorhabditis elegans" "Y54G11A.3" "WBGene00013214" "Gene" ""
"WBGene00013213" "MATCH" "1" "Y54G11A.2" "Caenorhabditis elegans" "Y54G11A.2" "WBGene00013213" "Gene" ""
"WBGene00013212" "MATCH" "1" "Y54G11A.1" "Caenorhabditis elegans" "Y54G11A.1" "WBGene00013212" "Gene" ""
"WBGene00013211" "MATCH" "1" "Y54G9A.9" "Caenorhabditis elegans" "Y54G9A.9" "WBGene00013211" "Gene" ""
"WBGene00013218" "MATCH" "1" "Y54G11A.9" "Caenorhabditis elegans" "Y54G11A.9" "WBGene00013218" "Gene" ""
"WBGene00013217" "MATCH" "1" "ddl-3" "Caenorhabditis elegans" "Y54G11A.8" "WBGene00013217" "Gene" ""
"WBGene00013216" "MATCH" "1" "Y54G11A.7" "Caenorhabditis elegans" "Y54G11A.7" "WBGene00013216" "Gene" ""
"WBGene00013215" "MATCH" "1" "Y54G11A.4" "Caenorhabditis elegans" "Y54G11A.4" "WBGene00013215" "Gene" ""
"WBGene00001229" "MATCH" "1" "eif-3.F" "Caenorhabditis elegans" "D2013.7" "WBGene00001229" "Gene" ""
"WBGene00013221" "MATCH" "1" "Y54G11A.14" "Caenorhabditis elegans" "Y54G11A.14" "WBGene00013221" "Gene" ""
"WBGene00001225" "MATCH" "1" "eif-3.B" "Caenorhabditis elegans" "Y54E2A.11" "WBGene00001225" "Gene" ""
"WBGene00001226" "MATCH" "1" "eif-3.C" "Caenorhabditis elegans" "T23D8.4" "WBGene00001226" "Gene" "eif-3.C encodes a putative c subunit of translation initiation factor 3 that is required for fertility and for embryonic osmotic integrity; eif-3.C is orthologous to human EIF3S8 (OMIM:603916) and budding yeast NIP1."
"WBGene00003887" "MATCH" "1" "osm-7" "Caenorhabditis elegans" "T05D4.4" "WBGene00003887" "Gene" "osm-7 encodes a protein required for normal osmosensation, osmotic resistance, and defecation rhythm, and for fully normal growth rate; OSM-7 has no clear orthologs outside of nematodes, but is paralogous to DOS-1, OSM-11, and K02F3.7; OSM-7 is expressed in the hypodermis, has a predicted signal sequence with 12 conserved cysteine residues, and may be secreted; osm-7 mutants have abnormally high levels of internal glycerol, defective osmotic avoidance, and slowed defecation rhythms characteristic of worms under chronic osmotic stress; osm-7 mutants are also also somewhat scrawny and slow-growing; osm-7(RNAi) animals show constitutive gpdh-1 transcription."
"WBGene00001227" "MATCH" "1" "eif-3.D" "Caenorhabditis elegans" "R08D7.3" "WBGene00001227" "Gene" "eif-3.D encodes the C. elegans ortholog of the translation initiation factor 3 subunit d (eIF3d/Moe1); by homology, EIF-3.D is predicted to function as part of the eIF3 translation initiation complex but also as part of a Ras-mediated pathway that regulates mitotic spindle formation; in C. elegans, large-scale RNAi screens indicate that eif-3.D is required for embryonic and germline development, locomotion, and normal rates of post-embryonic growth; in the early embryo, eif-3.D is specifically required for the fidelity of meiotic divisions and normal pseudocleavage; eif-3.D function is likely conserved, as expression of eif-3.D in Schizosaccharomyces pombe can rescue the mitotic spindle and growth defects associated with moe1 mutant cells; to date, eif-3.D expression has been reported in anterior neurons and the pharynx, beginning at late stages of embryogenesis."
"WBGene00001228" "MATCH" "1" "eif-3.E" "Caenorhabditis elegans" "B0511.10" "WBGene00001228" "Gene" "eif-3.E encodes the C. elegans ortholog of the translation initiation factor 3 subunit e (eIF3e/Int-6); by homology, EIF-3.E is predicted to be a component of three different protein complexes, the eIF3 translation initiation factor, the 26S proteasome, and the COP9 signalosome; such association suggests that EIF-3.E may serve as a regulatory factor that coordinates the translational and degradative activities of these various complexes; in C. elegans, large-scale RNAi screens indicate that eif-3.E is required for embryonic, larval, and germline development, as well as proper vulval morphogenesis."
"WBGene00003889" "MATCH" "1" "osm-9" "Caenorhabditis elegans" "B0212.5" "WBGene00003889" "Gene" "osm-9 encodes a TRPV channel homologous to capsaicin receptors; osm-9 is involved in sensory responses to a subset of chemical stimuli and to ASH neuron-mediated osmotic and mechanical stimuli; OSM-9 is also involved in adaptation to volatile odorants and salts; OSM-9 is expressed in a variety of sensory neurons and shows neuron-specific localization to either the cell body or the cilium."
"WBGene00003884" "MATCH" "1" "osm-3" "Caenorhabditis elegans" "M02B7.3" "WBGene00003884" "Gene" "osm-3 encodes a kinesin-2 family member that forms a homodimeric kinesin motor protein; OSM-3, in conjunction with the heterotrimeric kinesin-II composed of KLP-20, KLP-11, and KAP-1, is required for intraflagellar transport (IFT) along the middle segment of the cilia and on its own, is required for IFT along the distal segment; OSM-3 is thus also required for formation of the distal segment of amphid channel cilia, responses to osmotic stimuli, dauer formation, and sensitivity to caffeine;  OSM-3 is intensely localized in the ciliated endings of amphid, inner labial, and phasmid chemosensory neurons and shows a punctate localization pattern in the corresponding cell bodies and dendrites."
"WBGene00003883" "MATCH" "1" "osm-1" "Caenorhabditis elegans" "T27B1.1" "WBGene00003883" "Gene" "osm-1 encodes a WD- and WAA-repeat containing protein that is the C. elegans ortholog of intraflagellar transport (IFT) complex B component IFT172; OSM-1 is a presumptive cargo molecule for kinesin-II, and OSM-1 is required, along with OSM-6, for the proper assembly of the middle segments of sensory cilia; osm-1 may act in a pathway with avr-14 to affect resistance to ivermectin-induced cessation of pumping, and mutants are defective in avoidance of solutions of high osmotic strength; an OSM-1::GFP fusion protein is expressed in amphid and phasmid chemosensory neurons where it undergoes both anterograde and retrograde intraflagellar transport."
"WBGene00003886" "MATCH" "1" "osm-6" "Caenorhabditis elegans" "R31.3" "WBGene00003886" "Gene" "osm-6 encodes a novel protein that is orthologous to the IFT52 component of the intraflagellar transport particle;  osm-6 activity is required cell autonomously for proper sensory cilium structure and thus for normal ciliated sensory neuron function; OSM-6 is a component of the intraflagellar transport particle subcomplex B, and OSM-6::GFP reporter fusions are expressed exclusively in ciliated sensory neurons."
"WBGene00001224" "MATCH" "1" "ehs-1" "Caenorhabditis elegans" "ZK1248.3" "WBGene00001224" "Gene" "ehs-1 encodes an ortholog of mammalian Eps15; EHS-1 functions as an endocytic adaptor protein to regulate cargo sorting through the endolysosomal system; EHS-1 is also required, together with ITSN-1, for synaptic vesicle recycling and hence, regulation of neurotransmission; immunofluorescence staining of embryos indicates that EHS-1 localizes to the plasma membrane."
"WBGene00003882" "MATCH" "1" "orc-2" "Caenorhabditis elegans" "F59E10.1" "WBGene00003882" "Gene" "orc-2 encodes the C. elegans ortholog of the Orc2 subunit of the origin recognition complex (ORC); by homology, ORC-2 is predicted to function as part of a multi-protein scaffolding complex that regulates initiation of DNA replication; consistent with its predicted role, orc-2 activity is required for proper execution of a number of biological processes including germ cell proliferation and reproduction, embryonic development, vulval development, and locomotion."
"WBGene00013225" "MATCH" "1" "Y56A3A.2" "Caenorhabditis elegans" "Y56A3A.2" "WBGene00013225" "Gene" ""
"WBGene00013224" "MATCH" "1" "Y55D9A.2" "Caenorhabditis elegans" "Y55D9A.2" "WBGene00013224" "Gene" "Y55D9A.2 encodes a G-patch domain-containing protein that is the C. elegans ortholog of human AGGF1 (Angiogenic factor with G patch and FHA domains 1), mutations in which are associated with susceptibility to Klippel-Trenaunay syndrome (OMIM:608464)."
"WBGene00013223" "MATCH" "1" "efa-6" "Caenorhabditis elegans" "Y55D9A.1" "WBGene00013223" "Gene" "efa-6 encodes a putative guanine nucleotide exchange factor that inhibits DHC-1 in vivo; EFA-6's human orthologs are the pleckstrin and Sec7 domain proteins PSD/TYL/cytohesin-1 (OMIM:602327), PSD2, PSD3, and PSD4; efa-6(RNAi) suppresses the lethality of conditional dhc-1 mutations, as well as the spindle length and cytokinesis defects of dhc-1(or195), indicating that EFA-6 negatively regulates dynein; EFA-6 is localized to nonpolarized cell cortex in oocytes and early one-cell zygotes, to anterior cell cortex in one-cell embryos after pseudocleavage, and to the interface of AB and P1 blastomeres, subsequently disappearing in four-cell embryos; EFA-6 has a central Sec7 domain predicted to activate guanine-nucleotide exchange in ARF1, and a C-terminal pleckstrin-homology domain predicted to activate the Sec7 domain when binding phosphatidylinositol."
"WBGene00013222" "MATCH" "1" "dmsr-6" "Caenorhabditis elegans" "Y54G11B.1" "WBGene00013222" "Gene" ""
"WBGene00013228" "MATCH" "1" "Y56A3A.7" "Caenorhabditis elegans" "Y56A3A.7" "WBGene00013228" "Gene" ""
"WBGene00015885" "MATCH" "1" "fbxa-65" "Caenorhabditis elegans" "C17B7.11" "WBGene00015885" "Gene" "This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins; this gene's encoded protein also contains an FTH/DUF38 motif, which may also mediate protein-protein interaction."
"WBGene00013227" "MATCH" "1" "Y56A3A.6" "Caenorhabditis elegans" "Y56A3A.6" "WBGene00013227" "Gene" ""
"WBGene00015887" "MATCH" "1" "C17C3.1" "Caenorhabditis elegans" "C17C3.1" "WBGene00015887" "Gene" ""
"WBGene00015894" "MATCH" "1" "acdh-2" "Caenorhabditis elegans" "C17C3.12" "WBGene00015894" "Gene" "acdh-2 encodes a short-chain acyl-CoA dehydrogenase; ACDH-2 is predicted to be a mitochondrial enzyme that catalyzes the first step of fatty acid beta-oxidation and thus plays a key role in energy production; steady-state acdh-2 mRNA levels are under the control of the MDT-15 mediator complex subunit; in addition, gene expression studies indicate that acdh-2 expression is downregulated in fasted animals; loss of acdh-2 activity via large-scale RNAi experiments does not result in any obvious defects."
"WBGene00013232" "MATCH" "1" "faah-4" "Caenorhabditis elegans" "Y56A3A.12" "WBGene00013232" "Gene" ""
"WBGene00013231" "MATCH" "1" "tsen-2" "Caenorhabditis elegans" "Y56A3A.11" "WBGene00013231" "Gene" ""
"WBGene00013230" "MATCH" "1" "fbxb-22" "Caenorhabditis elegans" "Y56A3A.10" "WBGene00013230" "Gene" "This gene encodes a protein containing an F-box, a motif predicted to mediate protein-protein interactions either with homologs of yeast Skp-1p or with other proteins."
"WBGene00015890" "MATCH" "1" "C17C3.5" "Caenorhabditis elegans" "C17C3.5" "WBGene00015890" "Gene" ""
"WBGene00001214" "MATCH" "1" "ego-1" "Caenorhabditis elegans" "F26A3.3" "WBGene00001214" "Gene" "ego-1 encodes a homolog of RNA-directed RNA polymerase; ego-1 is essential for several aspects of germline development such as proliferation, heterochromatin assembly on unpaired DNA during meiosis, and gametogenesis; ego-1 is also required for RNAi in the germ line; EGO-1 is detected in nuclear extracts."
"WBGene00001215" "MATCH" "1" "ego-2" "Caenorhabditis elegans" "Y53H1C.2" "WBGene00001215" "Gene" "ego-2 encodes one of two C. elegans Bro1 domain-containing proteins; during development, EGO-2 functions to positively regulate GLP-1/Notch signaling in the germ line and the embryo, and LIN-12/Notch signaling in the anchor cell-ventral uterine (AC/VU) cell fate decision; in addition, EGO-2 functions to positively regulate spermatogenesis and aspects of somatic development that do not appear to require Notch-mediated signaling pathways; ego-2 interacts genetically with alx-1, which encodes the second C. elegans Bro1 domain-containing protein, in a manner suggesting EGO-2 and ALX-1 function both agonistically and antagostically to regulate specific developmental processes."
"WBGene00001251" "MATCH" "1" "elt-3" "Caenorhabditis elegans" "K02B9.4" "WBGene00001251" "Gene" "elt-3 gene encodes a GATA transcription factor; during embryogenesis, ELT-3 appears to act downstream of ELT-1, also a GATA transcription factor, in a redundant pathway controlling hypodermal cell differentiation; ELT-3 is also required for positive regulation of transcription of nlp-29, which encodes an antimicrobial peptide, in response to fungal infection and gpdh-1 in response to salt stress; in addition, ELT-3 may also play a role in regulating adult lifespan; ELT-3 is expressed in all of the major hypodermal cells except the lateral seam cells and localizes to the nucleus; elt-3 expression in the hypodermis is positively regulated by ELT-1 and negatively regulated by ELT-5 and ELT-6."
"WBGene00001253" "MATCH" "1" "elt-6" "Caenorhabditis elegans" "F52C12.5" "WBGene00001253" "Gene" "elt-6 encodes a GATA transcription factor; ELT-6 is required for proper specification of vulval and seam cell fates, as well as for cell non-autonomous regulation of tail tip morphogenesis; ELT-6 localizes to the nucleus."
"WBGene00002583" "MATCH" "1" "let-363" "Caenorhabditis elegans" "B0261.2" "WBGene00002583" "Gene" ""
"WBGene00015859" "MATCH" "1" "C16D9.4" "Caenorhabditis elegans" "C16D9.4" "WBGene00015859" "Gene" ""
"WBGene00043097" "MATCH" "1" "C02D5.4" "Caenorhabditis elegans" "C02D5.4" "WBGene00043097" "Gene" ""
